"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Estonia","EST","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.00341079","492.0686109","546.90861566","636.15161462","732.62991142","816.07170394","944.56486773","1102.40696084","1302.36806867","1339.97294746","1366.38278274","1426.65963024","1513.56609588","1649.68034951","1769.95295625","1860.32504763","1987.71815596","","",
"Ethiopia","ETH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.38136861","24.85786658","24.8497232","25.01552143","25.03196468","26.75752868","30.64339969","38.76986514","38.00699723","41.79607621","57.52184849","51.96457247","56.89214312","55.90914384","60.53177588","64.90913139","69.52478888","","",
"European Union","EUU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1774.76826950922","1906.55118571705","2045.33850693357","2147.81133584898","2261.17316753429","2380.48426383408","2572.45998680854","2704.96929497854","2914.09159389155","3070.60030184274","3158.19697820552","3273.42848410748","3345.78741680455","3559.43114876071","3656.69396997185","3733.34498119554","3846.30024069975","","",
"Fragile and conflict affected situations","FCS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.4180219580304","90.0731824494732","91.5885892310859","104.689219454921","121.038949596568","117.603733037081","125.296379316372","141.48445542326","143.146046441552","164.210697260252","156.036021909672","148.557169339716","143.706455284701","154.901292573423","175.580475426861","186.464173460644","159.70550798785","","",
"Finland","FIN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1824.53097432","1936.81005559","2097.08136544","2214.91778326","2418.79224403","2552.57007073","2745.06044092","2944.99558733","3227.20969801","3353.19164616","3437.29804457","3640.06043002","3774.76700432","3921.28779695","3932.67245655","4097.1309699","4112.05423386","","",
"Fiji","FJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196.21620883","173.05128375","185.85351776","190.57040902","225.44838066","233.29130715","250.08512461","257.3620147","244.69918749","267.25912961","266.60319488","254.96473844","271.54580138","281.27080852","317.06492984","320.05397741","313.17131214","","",
"France","FRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2515.77737384","2687.98347214","2876.45971191","2854.72926755","2971.71419817","3135.55589587","3380.53873501","3526.14418766","3696.23511974","3926.01188108","4046.62683951","4216.56765395","4286.77914243","4545.62322708","4676.11150259","4666.18069528","4782.28854931","","",
"Faroe Islands","FRO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.79055708","217.9894759","207.50251614","261.79619999","285.60462994","333.34826037","320.16331436","337.0199761","362.23564201","391.40398835","418.90523218","440.67140399","407.80079595","396.01741772","377.56223626","424.77842208","431.58638482","","",
"Gabon","GAB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436.0759931","452.71754411","472.37999903","509.8764593","483.72402023","433.48503036","450.4958873","484.35696842","410.40589934","554.88166545","372.45348011","406.51095056","398.42379496","485.16957858","445.01106144","480.29498807","555.6279022","","",
"United Kingdom","GBR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570.20698568","1741.60203607","1901.56351821","2063.35493708","2244.6383455","2339.62487237","2537.40807717","2633.3606871","2795.59063139","2960.59957716","3052.57256523","3094.727402","3154.48476167","3854.72751819","3974.45337439","4087.72853404","4177.81513137","","",
"Georgia","GEO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.05058025","193.3247045","228.31300527","267.96126557","296.5632745","338.49355003","364.13189344","414.34540421","496.19972939","552.46640795","584.2642782","570.29721901","625.80791298","669.29596515","725.80546744","717.12690154","797.17595278","","",
"Ghana","GHA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.6114729","136.2478614","123.6942858","129.83677598","141.02118076","196.16121088","128.71937873","135.80111471","151.29998949","173.07744577","183.76733768","214.55245544","203.94298888","241.10355823","229.16127987","251.45427608","189.37488586","","",
"Gibraltar","GIB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.14195402","61.25277593","73.45433125","62.79407923","59.61285613","60.6023131","41.03075119","44.6871024","42.54428729","43.88694117","47.35104067","61.60188426","60.09905764","61.30920463","87.36866226","108.77923127","107.72365549","","",
"Gambia, The","GMB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.46332497","47.92038093","46.10939422","54.73169243","60.16075603","66.99993747","75.32348043","81.22741042","87.77441439","89.15423566","92.46372498","95.23778469","97.51035394","101.3705443","86.53161148","79.50438266","74.31114618","","",
"Guinea-Bissau","GNB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.20610061","66.08953799","55.86503279","62.9521257","77.86275748","76.1118954","79.06193088","90.40132204","91.08656077","88.51148983","87.10318663","80.12087692","69.81681618","69.82342719","99.96532383","100.42428486","97.97199975","","",
"Equatorial Guinea","GNQ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.02672627","338.10497525","406.23206411","487.14872392","527.73147713","389.73964639","431.11564379","494.01208895","492.93611862","632.56474897","506.16455981","463.49355969","524.21650062","584.53792422","582.81182173","767.68744963","838.74427202","","",
"Greece","GRC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417.55141836","1679.97315449","1864.49765083","1958.99672957","2021.19305301","2304.75351919","2560.83739653","2656.49725829","2899.78633962","2877.80880036","2694.11930676","2374.40890025","2237.58519516","2188.32913601","2126.93603017","2180.174112","2261.1565296","","",
"Grenada","GRD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390.19691395","410.11967987","461.0607478","465.76952709","466.08123436","558.06384956","608.26895977","645.23584056","654.35920633","652.86222519","667.11280404","674.03070413","641.49286772","645.39844709","659.35088099","660.79867575","745.1027805","","",
"Greenland","GRL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.76339168","316.42125493","322.91528142","337.81189536","345.82659082","353.71647486","389.39554642","402.55305075","405.03605932","405.77664854","399.78223953","401.08710715","413.47883338","427.94712071","447.06976447","428.35127036","462.40585501","","",
"Guam","GUM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.03732424","172.83853484","187.43595575","201.41072021","208.63743236","224.23287579","181.07177669","201.85132687","216.96247616","245.96090061","264.51413601","301.34457705","314.97420118","345.47371799","374.17087555","333.99140653","332.67455358","","",
"High income","HIC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2498.26679947719","2682.84460491947","2866.17652978094","3044.62386606077","3216.68244699753","3397.77917080626","3621.75652922247","3813.81630911921","3997.40917763751","4202.08190143283","4336.42087591747","4528.54748040465","4673.55987765116","4872.19641189919","5058.75953761141","5283.70769213039","5453.28960570669","","",
"Hong Kong SAR, China","HKG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169.49087892","164.33346724","178.4457085","200.61275251","215.50617696","252.74155131","285.72616275","307.51555006","334.95379773","335.24039135","335.71941169","352.42868315","363.10160523","358.48602318","356.06833985","356.43595736","400.33640974","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6132290034653","61.6394179363358","64.5995345313585","70.1543536973415","77.4415872699061","85.4299844972109","91.5326754168818","99.0840265896416","99.9768506764594","104.321845504204","106.028037962799","108.504140024548","108.280396314072","117.11632512823","118.62297653361","125.886556447948","126.974197438195","","",
"Croatia","HRV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","811.05865504","838.60959429","785.93677854","860.91944739","954.91715455","1056.77300543","1215.97412948","1443.0963831","1604.32485714","1633.04342477","1600.18782556","1612.71902454","1644.48380026","1485.1648219","1553.50147716","1620.40044384","1705.20761848","","",
"Haiti","HTI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.24477033","90.61531232","81.90196438","79.45809763","78.67586183","76.62179","79.37869897","88.95387699","91.81284291","96.32448864","119.874586","159.8424282","155.74493063","122.04311029","135.77122498","94.46340136","95.4432869","","",
"Hungary","HUN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802.5579974","901.59316108","1032.77580889","1253.90107115","1260.25138862","1364.59935938","1427.86215685","1372.55628697","1467.76778077","1495.43228718","1618.65394901","1720.48906754","1722.25796473","1773.08521509","1808.39750411","1859.51808242","1963.16263","","",
"IBRD only","IBD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208.411872255722","224.256908477714","241.102806060077","257.666096210875","277.086508465636","302.780060632669","331.652105067859","360.229573845926","393.499955135891","436.854584679903","464.204090551511","495.776506942757","535.628071632394","578.858022292756","615.759533907496","652.234836163615","682.923940731814","","",
"IDA & IBRD total","IBT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178.670149668354","191.857735380225","204.4499803101","220.333821846607","237.077834707864","258.486970643606","282.454405716783","306.202806809373","331.978050776171","366.243028794494","382.90675866364","406.676398289071","437.068127181704","472.203494795288","501.592864715404","529.801995603465","552.749795620755","","",
"IDA total","IDA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9192372239397","69.4584602363518","70.5193290754893","84.8392807155039","93.7331133544244","101.815824307545","110.653615540494","119.959009866892","122.607501757048","128.98798414917","116.113973843114","118.046474941657","122.241125325721","131.126167214527","141.370997035419","148.66111698367","151.443813834192","","",
"IDA blend","IDB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.058446908507","95.3439993645213","91.3764311613572","123.082345411757","137.578595028681","148.496081326705","163.408835997994","177.410012030705","180.410728490064","188.518813439738","145.234709239334","144.593077819516","154.768987595113","167.377090908896","176.993562123642","187.78249387779","193.095348359191","","",
"Indonesia","IDN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.05398189","107.32492959","105.70383413","124.72834339","125.30429814","160.40219006","177.90759158","206.24325656","201.02412023","210.56160556","244.65616694","261.19472758","273.496111","295.45863351","328.47161946","331.6426852","362.72194133","","",
"IDA only","IDX","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7082221783405","56.3800708065113","60.2802349684334","66.1017978704556","72.2865428597499","79.0098929709727","84.8975126702968","91.9148367746531","94.3825435978625","99.900356805222","101.404377881322","104.614571560835","105.764705347299","112.354059035809","122.923239730054","128.40106540253","129.266900915514","","",
"Isle of Man","IMN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.29379314","91.60866764","94.42574933","96.58795918","104.04150134","110.66324986","117.65244648","126.41835409","131.85242963","140.90269772","145.63059462","150.4965205","163.68711403","196.86487918","205.89394337","221.76340841","241.48305525","","",
"Not classified","INX","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1794.82490878","2102.66431705","2369.66895751","2560.30013765","2823.62552552","3128.88817278","3373.3450333","3697.23262018","4059.4504933","4377.57652443","4562.28913589","4845.08706605","5006.69651879","4966.1692136","4960.70471867","5132.81259724","5299.65396729","","",
"Iran, Islamic Rep.","IRN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493.04282118","551.67568518","546.67980847","644.76582706","682.29505177","748.95100098","787.59437427","827.27172897","873.44488205","1080.5755129","1176.76562166","1195.99166942","1114.83196565","1006.87462052","1205.03856561","1329.56422159","1563.75167829","","",
"Iraq","IRQ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.65677547","355.06913043","281.08360735","260.19446738","338.77876492","356.29670829","448.61515804","402.53823083","370.17348868","400.74125486","438.87876398","431.93828594","493.71787059","","","",
"Iceland","ISL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2679.54932171","2819.86275977","3096.64000417","3266.27525923","3388.75130576","3442.3953384","3497.07977886","3597.32551901","3742.77358971","3705.23686613","3384.48803041","3369.76853981","3448.20151529","3651.88378836","3804.82256097","3971.07389193","4245.10898783","","",
"Israel","ISR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1773.80346751","1893.43885765","1898.5855522","1779.01998278","1866.23595677","1856.57359247","1859.30472235","1973.3406484","1975.14207702","2008.23848228","2086.81552006","2195.66456435","2326.75465497","2500.52874075","2542.89371065","2750.4843101","2843.0440065","","",
"Italy","ITA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049.10228899","2172.36506683","2263.52445223","2291.60497867","2419.89882044","2516.80314976","2739.29588815","2784.82349213","3040.12281038","3102.57717061","3142.16835526","3211.95625987","3253.36872711","3264.29266318","3250.8454424","3288.74548908","3427.30646617","","",
"Jamaica","JAM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364.94143496","344.44896256","322.73878601","318.33691986","380.30275767","332.33500846","353.73882681","419.1485321","428.10579524","391.14494241","391.65198652","398.18598582","407.93644082","435.41054286","443.80700736","487.78067423","535.66458325","","",
"Jordan","JOR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552.58048695","599.66077788","618.01278971","607.34539573","653.7317871","694.37562892","677.14950027","742.46132576","816.93620659","896.66594476","778.62224507","768.57850945","729.83689311","666.02397857","673.44355278","568.22455458","494.75364627","","",
"Japan","JPN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1908.82646736","2014.36020824","2096.97789279","2195.21133163","2316.65576165","2452.82504998","2572.66036069","2711.70271526","2842.50897419","2994.53864801","3192.88645536","3778.22515102","3988.27607071","4177.47523057","4214.53838639","4397.89123348","4592.42820832","","",
"Kazakhstan","KAZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324.37593782","314.52480725","363.59347687","413.80112332","493.00223244","541.55006523","532.66940519","469.36949823","551.03289494","637.75340657","534.426619","569.58466162","686.32462627","636.17162502","674.50071484","764.40208971","858.76985003","","",
"Kenya","KEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9276322","94.17206782","97.80392769","103.19926243","111.67938729","117.94645048","124.17990651","135.30996026","135.71573182","136.94497765","148.37772836","148.59777251","148.78787055","153.24648884","153.79971125","147.6614074","143.54423755","","",
"Kyrgyz Republic","KGZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.25327954","74.77807888","81.04844676","111.72236996","130.18944049","159.92699684","187.71445169","172.33436074","176.82174181","190.9546425","190.89709948","207.87724144","249.29399878","266.06653909","281.55473889","252.77824056","240.22661084","","",
"Cambodia","KHM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.33775863","83.00325021","91.08075684","94.92415722","108.08208124","120.15968992","120.624238","107.74009383","155.50793483","177.47830623","170.8497128","199.49707776","207.81306664","214.93124008","219.57927014","217.07473412","228.57086774","","",
"Kiribati","KIR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.53406489","194.32548235","194.47938863","177.90704054","205.41920805","202.70591893","204.99169438","207.35272871","250.60599892","237.47018124","158.89412295","150.1081378","156.32702909","177.5330614","190.56006103","164.22254284","249.84131429","","",
"St. Kitts and Nevis","KNA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769.26679916","744.20968579","775.03003487","811.59253575","805.68557464","938.16781945","1030.68283568","1015.00438754","1238.53630735","1213.53467252","1208.3939821","1242.74136158","1188.03575266","1222.1282633","1294.69768645","1323.09994742","1479.57085378","","",
"Korea, Rep.","KOR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","717.28710678","891.52300054","906.17670515","989.44024591","1056.030304","1170.70808808","1339.81341938","1497.73187426","1629.58808414","1729.9528224","1895.74755566","1975.73521654","2076.39232949","2156.58877391","2307.22290901","2502.25111027","2711.738257","","",
"Kuwait","KWT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1393.90056582","2002.33599594","2040.34298411","2182.77622197","2082.55588504","1978.93381674","1990.15284136","1946.89183598","1740.25806731","3070.0932769","2031.4571828","2027.97509075","2034.51193684","1982.18866963","2385.94238114","2927.44004659","2899.26023773","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.49053742247","494.600662661848","561.151121278502","579.017828605311","623.826749232362","675.536406951473","730.345366288295","797.162728887613","824.223950556436","869.663891795414","973.673233672428","1026.41550833928","1066.99174773477","1123.40752855422","1189.69948377494","1217.78418188835","1219.63659909908","","",
"Lao PDR","LAO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.25645338","95.52102972","91.47389279","117.87302242","101.06990481","103.13719915","101.36325716","117.74391514","108.27157213","145.92545803","126.74622108","89.53276028","101.37735819","127.04716621","131.63281047","150.36934777","154.62945928","","",
"Lebanon","LBN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1061.0244915","1055.81590011","929.11931649","857.89212044","858.77341154","832.77637984","983.26339267","1082.978818","1092.20971246","1068.55306269","1199.78624211","1278.58254914","1226.29859713","1156.54461469","1160.68914747","1112.75600796","1147.37477362","","",
"Liberia","LBR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.08006665","30.25431703","26.04732988","21.56395604","58.41128603","64.87622202","61.36052751","84.52792235","76.71525353","97.02995921","93.73927114","103.70388976","103.83867624","106.76921554","117.68404866","132.65858786","133.14859723","","",
"Libya","LBY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","696.50045321","808.98709721","852.31028042","846.40447353","693.55605044","603.77336088","605.27640013","610.68438751","561.99004684","969.95479847","958.13266687","627.28245574","","","","","","","",
"St. Lucia","LCA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.1588436","499.43399861","532.61349028","548.16297854","542.29732835","564.41502038","622.54826751","640.81057911","683.86778917","638.92085909","658.0383538","717.89237427","714.50145092","708.50929887","706.3298573","675.11910946","677.40156252","","",
"Latin America & Caribbean","LCN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","518.194276216112","546.744092046347","590.943791275549","609.614038165263","650.377136797405","710.114380329968","770.187613020376","842.854582991825","874.621265607492","927.997236704354","1028.69136513713","1084.96584279092","1125.74529106961","1184.91445605465","1244.28465506631","1285.78432419787","1275.71892969753","","",
"Least developed countries: UN classification","LDC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0853604206815","50.2666022433176","53.2697691085991","58.9666818463878","65.2375894764094","69.7637710258569","77.516119987439","84.4759133172815","87.2427209009684","92.1691294148984","92.522940713456","94.646452524622","95.6732220828497","103.710992836925","114.252091944933","119.155373244597","120.810297266492","","",
"Low income","LIC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1837764368903","52.7725221237807","57.2853253269499","62.5849571167566","68.0244357645558","71.6892494356694","78.6123323624994","82.6911728419568","83.3249407443761","85.5821920669304","91.8590011511296","90.7147511737163","90.3962898610405","92.2823084938416","97.7725275715169","97.3212229483648","97.0893219654123","","",
"Liechtenstein","LIE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.79197819","218.0210336","227.28252408","212.73557198","253.23443461","264.61800265","289.31828882","312.69507914","338.34286606","369.0762871","323.20438603","341.71137826","345.96967369","406.6380359","407.52356674","463.7359234","491.49336482","","",
"Lower middle income","LMC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8215385924273","106.856532475042","108.095567907935","119.149380828255","128.257178862839","141.208870836703","152.653004947968","165.411274116532","170.547308231443","181.070466592753","181.243108023382","188.70601523834","201.386007044872","226.316127403832","236.420372580642","249.974511349755","265.80314111286","","",
"Low & middle income","LMY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.571213077701","179.731784212242","193.780093255383","209.705592688672","226.227980974877","247.050443897115","270.139653595116","293.157972935178","317.51344616518","350.788496780303","366.130602535658","389.176313967462","418.725334440738","453.694819362962","484.328852840128","511.671697572852","534.379179631557","","",
"Lesotho","LSO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8732335","95.46691781","87.81905057","87.23700704","88.47673238","84.38736429","99.77952494","141.16240438","156.52345663","188.79056362","184.89576931","223.546442","234.96878357","252.7923891","251.04518717","243.93119851","242.72999969","","",
